"none","price","battery1","battery2","battery3","battery4","weight1","weight2","weight3","sound1","sound2","sound3"
-12.0856414510311,-0.286297944838701,-0.916543972427246,-0.190425824858691,0.177013056596134,0.594309607822491,2.03770915443942,0.107711041049335,-0.0579992529772921,-0.598773108182131,-0.804853364977305,0.70737359188503
-9.38509693637402,-0.883953944822739,-1.23598909782628,-0.204933431335928,0.179284702934754,0.587511705428806,0.478813278942013,0.131999819054973,-0.0777379136731112,-2.79801177489394,-0.22646011148231,0.966967099332925
-12.5968718627898,-0.705280350171307,-1.2073642777618,-0.211308733046375,0.153177733232873,0.548599654783553,0.887570331593686,0.274797564471824,-0.0178080999696798,-2.94914607506913,-0.466700542963125,0.940768744486068
-8.25146434175677,-0.923394787725424,-1.85487344073141,-0.205323349437989,0.157519815635499,0.529481145949119,0.370099461730078,0.395414412251567,-0.0233096595209288,-2.850732553978,-0.25277184122366,0.878615249425107
-10.9387664427552,-0.349634082129511,-1.67010036849912,-0.167996767348542,0.326619799492567,0.594079857923891,0.504524700124315,0.350458319684908,-0.0905419175772652,-2.27118029900368,-0.494886911819349,0.718407191546626
-7.68710476746687,-0.524885057753018,-1.74090380192135,-0.191019368752491,0.139967734903939,0.464988236418543,1.10960762740462,0.228463302501476,-0.00157244729323707,-0.601161392892423,-0.314591137193273,0.831549805187284
-6.88957624891974,-1.00246804298831,-1.28517580843724,-0.218010475710049,0.187471263059454,0.521120603825628,0.518993812310096,0.294985719930634,-0.107486775591977,-3.36854558249509,-0.890118556779192,0.876140232218846
-10.8104753660383,-0.283753273264687,-1.73144437089538,-0.216566488143886,0.279861570814688,0.563874426751324,0.284244343570283,0.27387555237647,-0.0458481964549683,-3.57381656782706,-0.735563918599564,0.915779346292024
-11.3529884863084,-0.233937343271055,-1.60980857076359,-0.205507217526551,0.253987785211633,0.593333280641257,0.23578257725955,0.167461943827514,-0.217390464141131,-2.90785557598748,-0.792434930941374,0.977839286955539
0.347843863992471,-0.26418816806195,-2.13500622931798,-0.271551250963675,0.201803745643503,0.405246833576382,0.413444340070314,0.316219290203637,-0.099055476030958,-4.3563288522793,-1.04264712753963,1.02205054673833
-12.1147442187542,-0.625359085777127,-1.58592419113262,-0.220218549663327,0.177669286699741,0.558088922199671,0.267209822755833,0.0348455175564109,-0.0987587161517935,-2.93994898210383,-0.619671577193985,0.947751262471544
-5.45548036769117,-0.496523682833425,-1.67925078819308,-0.20875718272087,0.192397359705225,0.509282761545359,0.612476422562427,0.224320751385907,-0.150717969894329,-4.24202181902182,-1.03148842286089,0.894506882493027
-10.931485216475,-0.35430564369297,-1.57571322313678,-0.210567756301509,0.128644390330322,0.553298654194285,-0.121282440501225,0.103919518415582,0.0417986112998716,-2.99070918705608,-0.763174234302868,0.948177963732796
-10.7985506807387,-0.271002930501727,-1.39506515131407,-0.211290842803001,0.136051581529457,0.527452685924456,0.248618986550147,0.396106560319978,-0.0308065615716915,-0.164137503804867,-0.375888665771316,0.890883523760662
-10.2429407884029,-1.25319074808664,-1.20072935793672,-0.213009593443471,0.229224693443688,0.586387580308548,-0.298763861307028,0.0168195552925192,-0.0090508377136823,-0.853584073175169,-0.494565656825123,0.904371221966116
-11.6458157840754,-0.490997094101184,-2.03118164813195,-0.227625166542667,0.138439091830307,0.577231135743152,0.123611389428883,0.100357734327052,-0.0415261417208118,-1.13773726614817,-0.180760947300988,0.927736854739132
-10.0140062772826,-0.0623824986906673,-0.911174710311768,-0.150206160723237,0.214318393101189,0.601154854073065,1.13205964763372,0.0222926368760848,-0.134498919822668,-1.68939780161042,-0.00284968747121248,0.878075246101087
-10.8615666146329,-0.073606273402849,-1.03261467777011,-0.209956830219449,0.257639296780864,0.599637426080287,0.489020774740374,0.0469251638258949,-0.154373871637493,-3.27240266084,-0.317031296219976,0.856093905768162
-11.1664513651677,-0.397002373427536,-1.35669805051682,-0.215222067486452,0.0895153900468681,0.535195700992232,0.777662481019679,0.154218329852351,0.013903917542971,-3.03148101803613,-0.589276412265984,0.921531798053805
-11.1137538915421,-0.310197176784261,-1.0010837659115,-0.196640157884991,0.181122991187979,0.543884329659871,1.46403852561881,0.0397726245515672,-0.0342963436678588,-1.31684509114338,0.00171612509796314,0.79605166453503
-8.28596881077878,-0.84549987730686,-1.57323039348695,-0.226553995155084,0.209659370452561,0.553242078975466,-0.133550060886757,0.170590839218221,-0.185820691871719,-2.96987122353084,-0.529822948137534,0.920261478551715
-10.1246020101386,-0.0295202508442174,-1.84444301308235,-0.197041642511578,0.163168708906522,0.568756006670137,0.135591915651388,0.0204985969408882,-0.177145113205852,-2.07332786732443,-0.534290225799296,0.88515275433733
-11.3617857071508,-0.47698149561327,-1.5410032200555,-0.210029332130876,0.246694989866691,0.561556453810762,0.0972239988028592,0.259288153229573,-0.0714075378258621,-2.90410145872596,-0.286114636799425,0.921306117899098
-12.4318129604191,-0.657797690736207,-1.88969959044191,-0.196748827823396,0.202226076261547,0.569875779849035,-0.0251291593757926,0.1597100580239,-0.0210616478258852,-2.27233263750713,-0.179357499661426,0.905897897741901
-11.2687064536535,-0.342184447138919,-1.67098476174919,-0.191421213969879,0.228562752425262,0.578326013939681,0.352292561846344,0.274818395901749,-0.147358478425791,-3.77614528629337,-0.400681033351155,0.853926580078369
-7.94640754765066,-0.604501958624981,-0.893476168645808,-0.211151187524201,0.26525989946925,0.60678209090894,0.277194557542284,0.311428322853648,-0.107000225447689,-2.62456088222185,-0.28007733346316,1.01309635242094
-12.6670431761249,-0.657481326884678,-1.67402452629012,-0.232230843057911,0.115197453614599,0.532097446533526,0.113176493836605,0.0453760572423748,-0.118611399140319,-2.71387084450454,-0.531055890668477,0.932649166075321
-6.08814120623989,-0.863223765090863,-1.53190267543976,-0.233094771039184,0.154948784828935,0.575159734077718,0.515345111334748,0.128625030649587,-0.0722124871697818,-4.04367936514548,-0.675501640487756,0.822172942806426
-12.535307470182,-0.480275309771829,-0.819546863350744,-0.197865774186417,0.156608280295999,0.516168465874019,0.820921320844093,0.532946977012725,-0.0346940488779683,-3.07043776598394,-0.358403830497341,0.90763217218521
-10.568779954129,-0.351195275807449,-0.50953151266598,-0.186654137118232,0.225701110808433,0.595064189401292,0.228910302320588,0.410883410334689,-0.191421483559981,-2.01778969110454,-0.19882906886387,0.971525661689899
-11.7507696823157,-0.409690987387207,-1.68642940175597,-0.208235386616253,0.171612218806953,0.537978013910998,-0.15345188288738,-0.00651845823128145,-0.167449998102592,-3.53861636412012,-0.541079266485633,0.838440445528512
-13.2590187673921,-0.669865777170255,-1.18007088615624,-0.214307802831777,0.144050410598705,0.559951917268132,0.374718159963676,0.0695530546891475,-0.0917918747182331,-3.41598011884475,-0.604421675554898,0.870867473153268
-12.35885940801,-0.632930656924365,-0.828804820300524,-0.164466491976404,0.208895615176308,0.582530690416981,0.981107039710506,0.0257447582157419,-0.11578252020203,-2.66599945582246,-0.57100787864802,0.839817638625032
-7.36386293730562,-0.71926919589219,-0.788872043712251,-0.188988461720159,0.248349923733877,0.582134518085073,0.741718516414588,0.149744400252704,-0.105972569289294,-3.61250295777787,-0.824006574121382,0.952768436345492
-4.93878190361468,-0.960468154746561,-1.08212484476906,-0.192684254105022,0.232666201540798,0.568534391063166,0.951987347218104,0.250184061071211,-0.114561731001064,-2.19580882349848,-0.426858787631799,0.977140039123484
-0.504424092722029,-0.903755329375374,-1.30013128654023,-0.215207551650518,0.198861961056819,0.573464831805926,0.429225188711613,0.194447345488411,-0.104431728580917,-2.18799823428755,-0.375610598799307,0.891383768205259
-13.9575388225855,-0.87364143327123,-1.5347101591017,-0.220474689995732,0.22429686027186,0.555643510554542,0.302844586119877,0.227998182772589,-0.101752550686396,-1.79138761636039,-0.545626401769842,0.834866613407228
-12.9128754156604,-0.628256429235748,-1.40067334085177,-0.207182884167753,0.197409685857424,0.539276205175346,0.548848899448868,0.0978982034236436,-0.140150922437708,-3.01521325029252,-0.411463429713171,0.91758065013862
-10.9772845693723,-0.378675131544905,-1.48860169743014,-0.22116237896337,0.16927674332066,0.558195075300285,0.642778500787575,0.22071333906638,-0.0674951228068244,-4.14423044593796,-0.656651830795661,0.841730960487941
-12.5246565685593,-0.552394509531232,-1.63274522179229,-0.207927923609644,0.24001914270519,0.567227904081687,0.421886935332043,0.200663073285984,-0.0578519785176561,-1.05290236255396,-0.0805099250456059,0.91511387415524
-7.92004764061986,-0.725659642444101,-1.92819945845729,-0.230627556227406,0.201804517762526,0.545976206600415,0.783641684266829,0.129552243469486,-0.0516540694016506,-0.737733863305866,-0.605766829827679,0.75064975701313
-2.08207628506986,-0.357218111547174,-1.70062452061878,-0.232956466770361,0.0683858873432425,0.542350762060278,0.963933181324902,0.58844612280754,-0.205073606588078,-2.83829904936838,-0.336912132446223,1.07322576614668
-8.84151260685829,-0.906845096837554,-1.3916392340753,-0.254147981513309,0.158578937017548,0.544838990563195,0.923978289359212,0.0457396427662764,-0.237553885236724,-0.669896474633117,-0.39757964738693,0.905163866440796
-14.9818391648671,-0.877254009043809,-0.827197212089299,-0.196180604925022,0.26446740244962,0.59118007412843,0.767277308173966,0.125988236542087,-0.00474838057247943,-1.23056347586558,-0.334653417556143,0.804581997151211
1.53977965270918,-0.0552388477192562,-1.26649870573876,-0.273179983571201,0.286911942215965,0.564991598434734,-0.433195849892375,0.464833414997951,-0.0548756388066305,-3.28605724004634,-0.74354515571292,0.87855825104893
-13.2309066449421,-0.644595755992757,-1.17111583674584,-0.188136208146024,0.210929120159498,0.575739631810845,0.594537942078406,0.219175207047355,-0.146195499360206,-2.17912680952069,-0.14244295718708,1.0152924792179
-13.7524169557104,-0.841207249746969,-1.63642806148817,-0.218229002781166,0.205135966634039,0.528365276936741,0.554301007041142,0.22545480443481,-0.062555970734481,-2.32848451528562,-0.125740862715776,0.971366594705044
-9.5851383626319,-1.04123253676204,-0.651720183441372,-0.228000385016647,0.205572689672667,0.583431775327508,0.766725944175707,0.399645116476436,-0.00285405036599772,-2.19726089393924,-0.396466531142465,0.95219902343633
-2.27759798673931,-0.387872100462645,-1.44662341837527,-0.239859140252598,0.253272040026389,0.57356410969076,0.365960511697618,0.264593814568372,-0.107690535800607,-3.98620859427894,-0.936907851639473,0.859142054791462
-7.63236391600766,-0.595238230378478,-1.29933656487344,-0.213710170524182,0.155373573273145,0.547823136672915,0.294720438496723,0.308092896856234,-0.00109412989897072,-2.82173770021409,-0.989311639301243,0.965172823617846
-6.44195777513012,-0.735221344127345,-0.8735531308866,-0.209548295394366,0.224600300143166,0.554423212417163,-0.0484572040031427,0.0318734476189009,-0.119865567897836,-3.06971220945374,-1.0726843748855,1.10630031154206
-12.5717107933361,-0.704509303970008,-0.888831964111334,-0.210299717210412,0.154329605107535,0.537314860222229,0.256000718110499,0.288850029048407,-0.0691992359676897,-2.94766426150114,-0.564663693953151,0.940988168022855
-12.5725964015786,-0.593055772289509,-1.03757611099321,-0.215771855890954,0.124033576134611,0.531516635207765,0.577377977380204,0.219910734891176,-0.0621777030459645,-1.74269311055731,-0.683117313642078,0.986931088259176
-13.7657506098513,-0.875765390831779,-0.735142262212601,-0.190363380889809,0.184051113915347,0.534343818418514,0.186319103157962,0.0295505918953459,-0.154781040670265,-0.969227799121412,-0.308580983137127,0.979345729521703
-10.9063381555623,-0.184659502531744,-1.42745970022318,-0.211673153524592,0.161200223418233,0.559265928589688,1.62105752085159,0.286156261769097,-0.0689497799013233,-0.0014919638449959,-0.247159046278428,0.969954981080557
-11.945869133155,-0.433966357860855,-1.12345033279009,-0.230841841926979,0.14621298448964,0.546443899972546,0.766626242568323,0.261974513353259,-0.0979419524075074,-3.55455035251639,-0.670285661541378,0.918772567062422
-13.8454076031162,-0.827781691536246,-1.41238862521079,-0.220669411553247,0.182820877379561,0.571555997882464,0.434847752606945,0.271933696313189,-0.0916529777851268,-2.67695083701659,-0.44612330402927,0.879762243536056
-11.8742950335456,-1.08806526021456,-1.10624600068779,-0.190446882810008,0.162754492198478,0.558780703444551,0.119210480787854,0.254597887427867,-0.0750993049563904,-2.24739945242765,-0.595631321354473,0.856968689575864
-12.7131770314845,-0.603460811991395,-1.45047446563841,-0.203158067944233,0.268882099958085,0.594483632720146,0.486307411128053,0.232097408473167,-0.0226247710114535,0.077672719927781,-0.502089465180542,0.872032657459825
-10.0518919091744,-0.113411300434601,-1.25840588175368,-0.183958305014221,0.247785799205613,0.578940587515988,1.33785446812499,0.167146398316,-0.141735097611325,-0.593889798008572,-0.488253390605346,0.986510345346606
-9.40650657934552,-0.989926349014054,-0.916666113315515,-0.196357524328523,0.224896932897964,0.556154317491429,0.697060395407606,0.13065825020951,0.00579963339141793,-1.46287085012357,-0.50967225364978,0.954282553741081
-0.882890882879137,-0.903624188727942,-1.35222020488299,-0.206780878773396,0.204748738090332,0.560914700099277,0.500195964782239,0.187442497627972,-0.0746512853799375,-2.43512523807746,-0.459126727273966,0.948595068360038
-5.97899486028305,-0.43400094041697,-1.13380288516661,-0.234050935210075,0.176740044606034,0.596929527087685,1.70967198366196,0.297909441793133,-0.0902121763849743,-2.36684634169563,-0.790367576058932,0.915084591961387
-13.230687630385,-0.713270916701164,-1.84383353590038,-0.215774669614053,0.145763769204043,0.547222719849039,0.505981000083889,0.161970604455159,-0.0944268515185362,-2.32638214165442,-0.394456904287218,0.913244089493447
-11.0512348665145,-0.246891189465606,-2.09110647195565,-0.217088781701239,0.20975198068498,0.518317036619112,0.74488272381517,0.0837558476288015,-0.146022744333504,-2.79531223081903,-0.296277420905765,0.928781829329804
-7.7876511302854,-0.56293928326953,-1.70582491593913,-0.196791512579764,0.197414724699614,0.591603879935286,0.661766817936129,0.167823068648689,-0.0318920519501863,-4.13951982728844,-0.600152394707668,0.84335642842869
-12.4450839768438,-0.592572630038865,-1.51454083622152,-0.219745080107284,0.222945507615175,0.550950797995534,0.442860817337667,0.282794622531964,-0.139469631923188,-2.86001772800572,-0.485157187942275,0.967224169460372
-14.7927933697019,-0.983213257145286,-1.2334526165483,-0.217723449264849,0.167787623555884,0.516850998723199,0.249833981777352,0.162044129045298,-0.00141830462655373,-1.5674990819984,-0.739571865664871,0.84033272544095
-10.7019380813961,-0.328833404931124,-1.996491550728,-0.241046929606694,0.175373772463419,0.560400203225716,0.220350621938169,0.305075966561995,-0.158710890308813,-2.24437557732324,-0.354484492168472,0.929073687456903
-7.73945660223251,-0.631422840356718,-1.73108780420589,-0.228932701924369,0.202051320321603,0.537204034250155,0.0812376443677462,0.0995921369485152,-0.137403345292175,-2.72398498210847,-0.425320310475923,0.963323198317494
-3.00139055700827,0.00907624359668255,-0.344052758386693,-0.121151663430739,-0.0480417500034817,0.647750124823905,0.371079218215308,-0.508285101558681,-0.0744006148957454,1.00946621219574,0.0512724341627792,0.856613821281983
-10.3343962897425,-0.225015853356864,-1.23504836314315,-0.226778305490858,0.157092957838126,0.571508587276513,-0.395653377647557,0.23350115754992,-0.132024352840202,-1.19408195888619,0.119921620589481,0.851417603412749
-12.9960620699033,-0.749178685535848,-1.11213664040695,-0.195269009112857,0.203385397729283,0.572495998123345,1.15919545548334,0.360527672025819,-0.030106546021648,-0.808948384170714,-0.325827796826874,0.911292517721126
-12.2267305769477,-0.705625918841712,-0.00637720173554009,-0.210876904869488,0.158588414361315,0.578622675017343,0.732206902275595,0.039900326453205,-0.267306000024158,-3.49260941685111,0.0470576887728979,0.929837109190051
-10.635516141883,-0.0750946078687155,-1.21032795763961,-0.200820059489754,0.17154465974247,0.577712229659917,1.12210745435199,0.0891291541235928,0.0565749049903332,-1.89453888817823,-0.434086341512767,0.873249142042489
-9.89624881396383,-1.0151499100614,-1.14759765262748,-0.233689445974752,0.194015664600796,0.572462525453225,0.322418805409708,0.258370483102398,-0.0930480742028278,-2.46658452315138,-0.301747234170781,0.970296977236062
-11.9709545033356,-0.230116461137426,-0.614706167316416,-0.254543942252519,0.108468593048649,0.585161238056292,0.214958370721585,0.414938891571619,-0.00064184227574671,-1.94795894761307,-0.502824726557587,0.931269236649394
-10.9095036595397,-0.357517748946682,-0.728135975528254,-0.217165900902222,0.208446831753809,0.582919909480959,1.21793544708746,0.420469754540731,-0.0430115745879038,-2.52248469030706,-0.142456494516731,0.991437449920793
-5.50912661434261,-0.381935277045217,-1.31137234291142,-0.217575254247559,0.230368629920809,0.518995129586251,0.820941085004174,0.323528928628375,-0.0623473259741418,-2.33943479753867,0.0156093631893724,0.825335073410782
-10.563953509507,-0.181472491181773,-1.43579975310484,-0.201033833882125,0.197645083347806,0.579294111521233,0.847297803984797,0.308238036728504,-0.00648536051137233,-3.36648518927019,-0.989145068411127,0.908783052556408
-11.5082889243308,-0.46917060864503,-2.21664828159161,-0.241596532603388,0.103945777093375,0.554767457361397,-0.0732632049160825,0.104737742510697,-0.15387022791677,-1.31745523893834,-0.472691490429808,0.856762181054611
-9.13950905937462,-0.772906412811003,-0.942484656981973,-0.205846511401771,0.318686763777854,0.572191184301063,0.6809455749357,0.169738604737484,-0.10532333455775,-2.57033198355674,-0.286728051067505,0.885879166625794
-9.48047240804031,-0.10969618979562,0.074820976236874,-0.150984361154235,0.358828199348262,0.556864300566223,0.171653116772985,0.269867590866459,0.130935483935143,-1.59143852549861,-0.231917112568855,1.01362360348719
-4.12993500681577,-0.390725322040822,-1.18552211387373,-0.201645433329103,0.215596094932766,0.616406619592876,1.37605923246102,0.157427910223778,-0.037512755698524,-2.92452668281924,-0.351057415958057,0.855510401321602
-9.1853600887745,-1.02912011877356,-1.13742724582882,-0.207297304482624,0.232031826881102,0.599782636494148,0.505829938552605,0.0342820681466899,-0.0346402708138856,-2.09124442242266,-0.452736659769066,0.96827664564904
-9.55113810098067,-0.896587418160964,-1.49970600363912,-0.199861124194677,0.269116840704265,0.530215157725669,0.985377459310529,0.435632737170912,-0.0484660420993597,-2.40875087371883,-0.454746405967554,0.839564169740892
-15.1371008135581,-0.915943476408397,-1.3288981323932,-0.224515737797283,0.177841990053211,0.532572578063095,-0.186929785710183,-0.00597357548460327,-0.0604062299229086,-0.886174032311721,-0.784636887562823,0.866112233924095
-14.0870826105549,-0.880559772660576,-1.06458774755028,-0.185964124853182,0.218983078115318,0.545908225627844,0.641628305196804,0.0969225610550595,-0.110933904274416,-0.46251438012227,-0.381034358619828,0.896660620566383
-7.62367077696531,-0.773204225961293,-0.919242745829074,-0.221995839950621,0.151719315020315,0.522465237059316,0.751851021845118,0.190605884777295,-0.0857726344394489,-3.1290817390588,-0.120467490152191,1.04738650356801
-12.7114907629612,-0.598906386165473,-1.91533048083623,-0.228037476060668,0.122178799099514,0.53217164422216,0.745201241043666,0.218344947682588,-0.107482586054204,-0.800242939069607,-0.14864933603628,0.907840973715425
-11.114968103547,-0.334400220126514,-2.42655083006352,-0.238298268015474,0.163453511083251,0.555809388066703,0.41669519339151,0.294779564804996,-0.0545949827314526,-1.70212624355065,-0.472210477752658,0.925080140667919
-12.6202535650772,-0.275063050778335,-1.37047775404171,-0.256690610946059,0.142003282148143,0.594683285858929,0.884467082596692,0.512624160887268,-0.0274534241823256,-1.56893822201201,-1.22334217574952,0.817125716910227
-9.67696501347344,-0.0757577499174572,-1.39035484948158,-0.221886800310598,0.206324593784197,0.566937164992713,0.77971122710821,0.22931551438238,-0.0599979158630631,-3.41269921714716,-0.811786814070597,0.875724264986328
-2.64332860637018,-0.313420645433978,-2.14706543990824,-0.240989320764303,0.0385085814668405,0.588901986025295,0.535387804596307,0.302571105113158,0.0428258287104895,-3.37592888760803,-0.936551380943682,0.884489358569131
-11.7500408748456,-0.316670475806662,-0.941474706758548,-0.201218595033286,0.201011919275211,0.581081957211772,0.804561914423696,0.0885144698416584,-0.0796672447445892,-3.5345791979789,-0.883932858684274,0.930277120396239
-8.92682393710882,-1.00315925859414,-1.44688551585176,-0.18108868853653,0.148411575689875,0.550682238719346,0.414113779843596,0.261907489252149,-0.0971680751899191,-1.86476372394817,-0.409885832608925,0.912371389177816
-13.016050102171,-0.710731125569983,-1.10619566555049,-0.19734621622801,0.207205735711752,0.552398147684291,0.820752436362319,0.330193161510796,-0.0589941824709852,-3.05439503983865,-0.399823946450429,0.925467530458228
-7.57130374570322,-1.02937271860586,-0.876061138142152,-0.22570740180538,0.237390410777059,0.551598749302671,0.454465201774776,0.288142267970954,-0.0548618606246626,-1.88859047340425,-0.49051079980054,0.830348455638708
-11.2899261337245,-0.312184466506636,-1.35105716308589,-0.206407447845108,0.18411499300584,0.545280714021574,0.380478985559903,0.143475832590741,-0.0566100187199497,-3.80972782413523,-0.921515323999219,0.942070818031841
-10.9010568477459,-0.330717684420759,-0.877448211812591,-0.228768975323239,0.157270438826262,0.556350194561599,0.605733420132781,0.261837870424686,-0.0272004630814926,-4.01646347026956,-0.837399839924543,0.84523166122619
-8.00533347922639,-0.751721203737461,-1.099469340423,-0.200730804214213,0.182935348500294,0.600360565287408,0.496178788946049,0.130317061750324,-0.0818681056777765,-3.09440462583294,-0.386061940961779,1.03166658935765
-12.389504337808,-0.51896826194549,-1.88139254601842,-0.222220364661578,0.170647104796717,0.560270362343801,0.716205704933138,0.395452022987407,-0.073898874340565,-2.71708312723126,-0.732186107532273,0.878041833106637
-11.3485996367795,-0.395391176386349,-0.788223498134531,-0.203769545564514,0.232886911016132,0.565466148609829,0.105098139962399,0.555778146649846,-0.131407437653775,-2.39847312425144,-0.423052588009095,0.815903089130919
-5.96791560281696,-0.680517832306127,-1.15631879891081,-0.221631705384487,0.175383951769338,0.536092153302769,1.3096311143056,0.408899653329735,-0.0568275717124349,-2.95997996575962,-0.554649512145206,0.946745454996406
-1.63321305327637,-0.609474897417793,-1.75710720952037,-0.18246794956097,0.253462123616843,0.557504235475146,0.923173881973764,0.0997029904414109,-0.112745858290847,-4.03228580137391,-0.92416532729573,0.778315279582671
-10.6320840807146,-0.0771197409969136,-1.03862933023832,-0.205843634996703,0.141783539087021,0.593332143030779,-0.300526454201536,0.140705049262562,-0.11278977740673,-3.97091183067552,-1.05850943601272,0.886115665510105
-12.4502623193033,-0.647362539871732,-1.9285787947101,-0.20196614916055,0.210266228246591,0.554919662346874,1.07465230075059,0.0710366055382248,-0.0355718504653979,0.0652910108133328,-0.424454500766581,0.844815791095595
-10.7597672678944,-0.367450293109405,-1.47039525769209,-0.204955024811845,0.1906405653835,0.55827145680245,0.498794351171864,0.292283786707441,-0.13353349294054,-3.82034562629863,-0.839527880195101,0.85531051466684
-0.861136761000575,-0.9112528013752,-1.30675365980518,-0.213191941801082,0.176269478596956,0.56266499173825,0.461858806150935,0.129506866776873,-0.0951759869351737,-2.11885432528513,-0.452113154213318,0.910863645520789
-10.7056887172281,-0.248651613466083,-1.16431022705267,-0.218232607869314,0.151098457662708,0.547115397365685,0.352539977248403,0.0951752456031993,-0.142559210079901,-4.57169597924868,-0.841274100672101,0.839393525023666
-9.11430803584012,-0.937607189734038,-1.69871705173193,-0.205212150605373,0.205348382001052,0.544098742634365,0.878894923069313,0.253114183541557,-0.0362989210558683,-1.58841162443929,-0.525719919757313,0.900824773223413
-12.4969678094789,-0.684755056714422,-1.86582229138826,-0.207534917025834,0.156881702920517,0.551013723982762,0.269135983650944,0.118859319087019,-0.0575657207394689,-2.74637296000779,-0.430857828356437,0.909095758690778
-1.95029728928669,-0.137603358163715,-0.993746625971734,-0.201979322408017,0.0459672698109845,0.539462776271389,0.668557317379489,0.0496160323467212,-0.0386669012994651,-3.96390540584769,-0.960356491754312,0.882263087909462
-9.77439841321435,-0.168906687590188,-1.95374004503765,-0.22145834479457,0.233894783434566,0.526547918637051,0.717979630362947,0.24750527615369,-0.119641663749665,-2.09361764539139,-0.753489696150544,0.953039968265596
-4.45537407369829,-0.252518939473144,-0.263746147968942,-0.186700155463834,-0.0386681235440868,0.4644782565847,-1.01270171815255,0.195481963931747,-0.317217286268014,-0.545371720680425,0.359839588882354,0.962080286358254
-11.5904860230774,-0.456934114282236,-1.77977675700737,-0.206784909553309,0.146286301285898,0.551778852258246,0.482902627952417,0.0825959556475723,-0.101447066522738,-3.06918685874083,-0.334095213353421,1.01927278581646
-5.47595917564565,-0.751484031063125,-2.17329994453389,-0.239374268982848,0.137175490023854,0.55877115346175,0.905388534315145,0.206087509751885,0.0165052936630439,-0.520684526276056,-0.146035780152334,0.707289720791189
-6.61757927517568,-0.722519298068036,-2.4123612727032,-0.236715788661765,0.174186516519744,0.509252078866855,0.249773904627175,-0.156576329840214,-0.065068643151195,-0.865111028636959,0.126686571207037,0.818311004852551
-9.14666429623127,-1.13741549145492,-1.17817507110021,-0.215341977569428,0.250882427006496,0.556973155577735,0.257321693735828,0.110664350850323,-0.139243407835799,-0.838302007439608,-0.292364169506379,0.93505329120544
-6.97032852510516,-0.906850395004093,-1.2448011955799,-0.168290779898423,0.294068642991951,0.592507074254432,1.06469968171174,0.493979920208809,-0.00156905804647115,-2.02673367609644,-0.183894976380596,0.818591467439022
-13.1642089040697,-0.64490945614648,-0.864656344073893,-0.201352215872972,0.225774424063954,0.530139879208349,1.40237743727161,0.247106860199262,-0.117393343124361,-2.56622626624385,-0.493743413680673,0.79449885435194
-11.4528078779297,-0.287050198069403,-1.19902198705877,-0.212755688697328,0.198368842414652,0.591277458607861,0.624614182176946,0.247788720139491,-0.0321267294528199,-4.27486536735932,-0.690043463956159,0.780356071898431
-12.9538684985706,-0.553811079837314,-1.45390434846397,-0.230278917369905,0.125160700054652,0.554101917880169,0.266457516735912,0.348921032904434,-0.0736774287140708,-1.65304387345304,-0.537416573923082,0.969120231945392
