"","id","cs","alt","choice","none","price","battery1","battery2","battery3","battery4","weight1","weight2","weight3","sound1","sound2","sound3"
"433",31,1,1,0,0,130,0,0,1,0,1,0,0,0,0,1
"434",31,1,2,0,0,70,0,0,0,1,-1,-1,-1,-1,-1,-1
"435",31,1,3,0,0,150,-1,-1,-1,-1,-1,-1,-1,1,0,0
"436",31,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"437",31,2,1,0,0,90,1,0,0,0,1,0,0,-1,-1,-1
"438",31,2,2,0,0,150,1,0,0,0,0,1,0,0,0,1
"439",31,2,3,0,0,110,0,0,0,1,0,0,1,0,0,1
"440",31,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"441",31,3,1,0,0,70,1,0,0,0,0,0,1,0,1,0
"442",31,3,2,0,0,90,-1,-1,-1,-1,0,1,0,1,0,0
"443",31,3,3,0,0,110,0,0,0,1,1,0,0,0,1,0
"444",31,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"445",31,4,1,0,0,90,0,0,1,0,1,0,0,0,0,1
"446",31,4,2,0,0,130,0,1,0,0,0,0,1,-1,-1,-1
"447",31,4,3,0,0,150,0,0,0,1,-1,-1,-1,1,0,0
"448",31,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"449",31,5,1,0,0,110,0,1,0,0,0,1,0,-1,-1,-1
"450",31,5,2,0,0,70,-1,-1,-1,-1,0,1,0,1,0,0
"451",31,5,3,0,0,150,0,1,0,0,0,0,1,0,1,0
"452",31,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"453",31,6,1,1,0,130,-1,-1,-1,-1,1,0,0,1,0,0
"454",31,6,2,0,0,70,0,0,1,0,-1,-1,-1,0,0,1
"455",31,6,3,0,0,90,0,0,0,1,0,1,0,0,1,0
"456",31,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"457",31,7,1,0,0,90,1,0,0,0,-1,-1,-1,0,0,1
"458",31,7,2,0,0,130,0,0,1,0,1,0,0,-1,-1,-1
"459",31,7,3,0,0,110,1,0,0,0,0,1,0,0,1,0
"460",31,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"461",31,8,1,0,0,150,0,0,1,0,0,1,0,1,0,0
"462",31,8,2,0,0,70,0,0,0,1,0,0,1,1,0,0
"463",31,8,3,1,0,130,-1,-1,-1,-1,1,0,0,0,0,1
"464",31,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"465",31,9,1,0,0,70,-1,-1,-1,-1,0,0,1,-1,-1,-1
"466",31,9,2,0,0,110,0,1,0,0,0,0,1,1,0,0
"467",31,9,3,0,0,110,0,0,0,1,-1,-1,-1,0,0,1
"468",31,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"469",31,10,1,0,0,110,0,0,1,0,0,1,0,-1,-1,-1
"470",31,10,2,0,0,90,0,1,0,0,0,0,1,0,0,1
"471",31,10,3,0,0,130,1,0,0,0,0,1,0,0,1,0
"472",31,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"473",31,11,1,0,0,90,-1,-1,-1,-1,-1,-1,-1,0,1,0
"474",31,11,2,0,0,150,0,1,0,0,1,0,0,-1,-1,-1
"475",31,11,3,0,0,70,1,0,0,0,-1,-1,-1,-1,-1,-1
"476",31,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"477",31,12,1,1,0,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"478",31,12,2,0,0,150,0,0,1,0,1,0,0,0,1,0
"479",31,12,3,0,0,150,0,0,0,1,0,0,1,0,0,1
"480",31,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"577",40,1,1,0,0,90,0,0,1,0,0,1,0,-1,-1,-1
"578",40,1,2,0,0,130,1,0,0,0,-1,-1,-1,0,0,1
"579",40,1,3,0,0,150,0,0,1,0,0,0,1,1,0,0
"580",40,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"581",40,2,1,0,0,90,0,0,1,0,-1,-1,-1,0,0,1
"582",40,2,2,0,0,110,-1,-1,-1,-1,0,1,0,0,1,0
"583",40,2,3,0,0,90,0,0,0,1,0,0,1,1,0,0
"584",40,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"585",40,3,1,1,0,70,0,0,0,1,1,0,0,0,1,0
"586",40,3,2,0,0,150,0,1,0,0,0,1,0,1,0,0
"587",40,3,3,0,0,130,0,1,0,0,0,0,1,-1,-1,-1
"588",40,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"589",40,4,1,0,0,70,1,0,0,0,-1,-1,-1,0,0,1
"590",40,4,2,0,0,110,-1,-1,-1,-1,0,1,0,-1,-1,-1
"591",40,4,3,0,0,110,0,0,0,1,1,0,0,0,1,0
"592",40,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"593",40,5,1,0,0,110,0,0,1,0,1,0,0,0,1,0
"594",40,5,2,0,0,130,1,0,0,0,0,1,0,-1,-1,-1
"595",40,5,3,1,0,70,0,1,0,0,0,0,1,0,0,1
