"id","cs","alt","choice","none","price","battery1","battery2","battery3","battery4","weight1","weight2","weight3","sound1","sound2","sound3"
22,4,2,1,0,15,0,0,1,0,0,1,0,-1,-1,-1
22,4,3,0,0,15,-1,-1,-1,-1,0,0,1,1,0,0
22,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,5,1,1,0,13,-1,-1,-1,-1,0,0,1,-1,-1,-1
22,5,2,0,0,15,0,0,0,1,-1,-1,-1,1,0,0
22,5,3,0,0,9,0,0,1,0,1,0,0,0,1,0
22,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,6,1,0,0,11,0,0,0,1,0,1,0,0,1,0
22,6,2,1,0,9,0,0,1,0,1,0,0,0,0,1
22,6,3,0,0,13,1,0,0,0,1,0,0,1,0,0
22,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,7,1,0,0,15,0,1,0,0,1,0,0,-1,-1,-1
22,7,2,1,0,7,0,0,0,1,0,0,1,0,0,1
22,7,3,0,0,11,1,0,0,0,-1,-1,-1,-1,-1,-1
22,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,8,1,0,0,7,-1,-1,-1,-1,-1,-1,-1,1,0,0
22,8,2,0,0,13,0,0,0,1,0,1,0,0,1,0
22,8,3,1,0,11,0,0,1,0,0,0,1,0,0,1
22,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,9,1,0,0,9,0,1,0,0,1,0,0,0,1,0
22,9,2,1,0,13,0,0,1,0,0,1,0,0,0,1
22,9,3,0,0,15,1,0,0,0,0,0,1,-1,-1,-1
22,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,10,1,0,0,9,-1,-1,-1,-1,-1,-1,-1,0,1,0
22,10,2,0,0,13,0,1,0,0,-1,-1,-1,0,0,1
22,10,3,0,0,9,0,1,0,0,1,0,0,1,0,0
22,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0
22,11,1,0,0,13,1,0,0,0,0,0,1,1,0,0
22,11,2,1,0,15,0,0,0,1,1,0,0,-1,-1,-1
22,11,3,0,0,7,0,0,1,0,0,0,1,1,0,0
22,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,12,1,0,0,11,-1,-1,-1,-1,1,0,0,0,0,1
22,12,2,1,0,7,-1,-1,-1,-1,0,1,0,0,0,1
22,12,3,0,0,9,0,0,0,1,-1,-1,-1,-1,-1,-1
22,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,1,1,0,0,11,0,0,1,0,1,0,0,1,0,0
24,1,2,0,0,7,1,0,0,0,-1,-1,-1,0,1,0
24,1,3,1,0,9,-1,-1,-1,-1,0,1,0,-1,-1,-1
24,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,2,1,0,0,15,0,0,0,1,0,1,0,0,0,1
24,2,2,0,0,11,0,0,0,1,0,0,1,1,0,0
24,2,3,1,0,7,0,1,0,0,1,0,0,1,0,0
24,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,3,1,0,0,15,1,0,0,0,0,0,1,0,0,1
24,3,2,0,0,13,0,1,0,0,-1,-1,-1,1,0,0
24,3,3,1,0,9,0,0,1,0,0,1,0,-1,-1,-1
24,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,4,1,1,0,7,0,0,1,0,1,0,0,0,1,0
24,4,2,0,0,13,0,0,0,1,-1,-1,-1,0,1,0
24,4,3,0,0,9,-1,-1,-1,-1,0,0,1,-1,-1,-1
24,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,5,1,1,0,7,-1,-1,-1,-1,0,0,1,-1,-1,-1
24,5,2,0,0,11,0,1,0,0,-1,-1,-1,0,0,1
24,5,3,0,0,13,0,1,0,0,0,1,0,0,0,1
24,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,6,1,0,0,9,0,0,1,0,-1,-1,-1,1,0,0
24,6,2,0,0,15,1,0,0,0,0,1,0,0,1,0
24,6,3,1,0,15,0,0,0,1,1,0,0,-1,-1,-1
24,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,7,1,0,0,9,0,0,0,1,1,0,0,0,0,1
24,7,2,1,0,7,-1,-1,-1,-1,1,0,0,0,0,1
24,7,3,0,0,13,1,0,0,0,0,0,1,0,1,0
24,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,8,1,0,0,13,0,0,0,1,1,0,0,1,0,0
24,8,2,0,0,11,0,1,0,0,0,0,1,0,1,0
24,8,3,1,0,7,0,0,1,0,-1,-1,-1,1,0,0
24,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,9,1,0,0,11,1,0,0,0,-1,-1,-1,0,0,1
24,9,2,1,0,9,-1,-1,-1,-1,0,0,1,1,0,0
24,9,3,0,0,15,0,0,1,0,0,1,0,-1,-1,-1
24,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,10,1,1,0,9,0,0,0,1,0,0,1,0,1,0
24,10,2,0,0,11,1,0,0,0,1,0,0,1,0,0
24,10,3,0,0,13,0,0,1,0,0,1,0,-1,-1,-1
24,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,11,1,0,0,9,0,1,0,0,-1,-1,-1,-1,-1,-1
24,11,2,0,0,15,-1,-1,-1,-1,0,0,1,-1,-1,-1
24,11,3,1,0,11,-1,-1,-1,-1,0,1,0,0,0,1
24,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,12,1,0,0,13,1,0,0,0,1,0,0,1,0,0
24,12,2,1,0,7,0,0,1,0,0,1,0,0,0,1
24,12,3,0,0,9,0,0,0,1,-1,-1,-1,0,1,0
24,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0
31,1,1,0,0,13,0,0,1,0,1,0,0,0,0,1
31,1,2,0,0,7,0,0,0,1,-1,-1,-1,-1,-1,-1
31,1,3,0,0,15,-1,-1,-1,-1,-1,-1,-1,1,0,0
31,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0
31,2,1,0,0,9,1,0,0,0,1,0,0,-1,-1,-1
31,2,2,0,0,15,1,0,0,0,0,1,0,0,0,1
31,2,3,0,0,11,0,0,0,1,0,0,1,0,0,1
31,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0
31,3,1,0,0,7,1,0,0,0,0,0,1,0,1,0
31,3,2,0,0,9,-1,-1,-1,-1,0,1,0,1,0,0
31,3,3,0,0,11,0,0,0,1,1,0,0,0,1,0
31,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0
31,4,1,0,0,9,0,0,1,0,1,0,0,0,0,1
31,4,2,0,0,13,0,1,0,0,0,0,1,-1,-1,-1
31,4,3,0,0,15,0,0,0,1,-1,-1,-1,1,0,0
31,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0
31,5,1,0,0,11,0,1,0,0,0,1,0,-1,-1,-1
31,5,2,0,0,7,-1,-1,-1,-1,0,1,0,1,0,0
31,5,3,0,0,15,0,1,0,0,0,0,1,0,1,0
31,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0
31,6,1,1,0,13,-1,-1,-1,-1,1,0,0,1,0,0
31,6,2,0,0,7,0,0,1,0,-1,-1,-1,0,0,1
31,6,3,0,0,9,0,0,0,1,0,1,0,0,1,0
31,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
31,7,1,0,0,9,1,0,0,0,-1,-1,-1,0,0,1
31,7,2,0,0,13,0,0,1,0,1,0,0,-1,-1,-1
31,7,3,0,0,11,1,0,0,0,0,1,0,0,1,0
31,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0
31,8,1,0,0,15,0,0,1,0,0,1,0,1,0,0
31,8,2,0,0,7,0,0,0,1,0,0,1,1,0,0
31,8,3,1,0,13,-1,-1,-1,-1,1,0,0,0,0,1
31,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0
31,9,1,0,0,7,-1,-1,-1,-1,0,0,1,-1,-1,-1
31,9,2,0,0,11,0,1,0,0,0,0,1,1,0,0
31,9,3,0,0,11,0,0,0,1,-1,-1,-1,0,0,1
31,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0
31,10,1,0,0,11,0,0,1,0,0,1,0,-1,-1,-1
31,10,2,0,0,9,0,1,0,0,0,0,1,0,0,1
31,10,3,0,0,13,1,0,0,0,0,1,0,0,1,0
31,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0
31,11,1,0,0,9,-1,-1,-1,-1,-1,-1,-1,0,1,0
31,11,2,0,0,15,0,1,0,0,1,0,0,-1,-1,-1
31,11,3,0,0,7,1,0,0,0,-1,-1,-1,-1,-1,-1
31,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0
31,12,1,1,0,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,12,2,0,0,15,0,0,1,0,1,0,0,0,1,0
31,12,3,0,0,15,0,0,0,1,0,0,1,0,0,1
31,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0
40,1,1,0,0,9,0,0,1,0,0,1,0,-1,-1,-1
40,1,2,0,0,13,1,0,0,0,-1,-1,-1,0,0,1
40,1,3,0,0,15,0,0,1,0,0,0,1,1,0,0
40,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0
40,2,1,0,0,9,0,0,1,0,-1,-1,-1,0,0,1
40,2,2,0,0,11,-1,-1,-1,-1,0,1,0,0,1,0
40,2,3,0,0,9,0,0,0,1,0,0,1,1,0,0
40,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0
40,3,1,1,0,7,0,0,0,1,1,0,0,0,1,0
40,3,2,0,0,15,0,1,0,0,0,1,0,1,0,0
40,3,3,0,0,13,0,1,0,0,0,0,1,-1,-1,-1
40,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
40,4,1,0,0,7,1,0,0,0,-1,-1,-1,0,0,1
40,4,2,0,0,11,-1,-1,-1,-1,0,1,0,-1,-1,-1
40,4,3,0,0,11,0,0,0,1,1,0,0,0,1,0
40,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0
40,5,1,0,0,11,0,0,1,0,1,0,0,0,1,0
40,5,2,0,0,13,1,0,0,0,0,1,0,-1,-1,-1
40,5,3,1,0,7,0,1,0,0,0,0,1,0,0,1
40,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
40,6,1,0,0,9,-1,-1,-1,-1,1,0,0,1,0,0
40,6,2,0,0,15,1,0,0,0,-1,-1,-1,-1,-1,-1
40,6,3,1,0,7,-1,-1,-1,-1,0,1,0,0,0,1
40,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
40,7,1,0,0,9,0,0,1,0,-1,-1,-1,1,0,0
40,7,2,0,0,15,0,0,0,1,0,0,1,1,0,0
40,7,3,0,0,15,1,0,0,0,0,1,0,0,1,0
40,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0
40,8,1,0,0,9,0,1,0,0,0,1,0,0,0,1
40,8,2,1,0,7,0,0,1,0,1,0,0,-1,-1,-1
40,8,3,0,0,13,-1,-1,-1,-1,0,0,1,0,1,0
40,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0
40,9,1,0,0,15,0,1,0,0,1,0,0,0,1,0
40,9,2,0,0,13,0,1,0,0,-1,-1,-1,0,0,1
40,9,3,0,0,11,0,0,1,0,0,0,1,1,0,0
40,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0
40,10,1,0,0,11,0,1,0,0,-1,-1,-1,-1,-1,-1
40,10,2,0,0,13,0,0,0,1,0,0,1,0,1,0
40,10,3,0,0,7,0,0,0,1,-1,-1,-1,0,0,1
40,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0
40,11,1,0,0,11,1,0,0,0,1,0,0,0,0,1
40,11,2,0,0,9,-1,-1,-1,-1,0,0,1,-1,-1,-1
40,11,3,0,0,13,0,0,1,0,0,1,0,0,1,0
40,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0
40,12,1,0,0,7,1,0,0,0,0,0,1,0,1,0
40,12,2,0,0,9,0,0,0,1,-1,-1,-1,-1,-1,-1
40,12,3,0,0,9,-1,-1,-1,-1,1,0,0,1,0,0
40,12,4,1,1,0,0,0,0,0,0,0,0,0,0,0
45,1,1,1,0,11,-1,-1,-1,-1,1,0,0,0,0,1
45,1,2,0,0,9,0,0,0,1,0,0,1,1,0,0
45,1,3,0,0,13,1,0,0,0,-1,-1,-1,-1,-1,-1
45,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
45,2,1,0,0,7,0,0,1,0,0,1,0,0,0,1
45,2,2,1,0,9,0,1,0,0,0,1,0,-1,-1,-1
45,2,3,0,0,15,0,1,0,0,-1,-1,-1,0,1,0
45,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
45,3,1,0,0,7,0,0,0,1,1,0,0,0,1,0
45,3,2,0,0,15,1,0,0,0,0,1,0,0,1,0
45,3,3,1,0,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
45,4,1,0,0,11,0,1,0,0,1,0,0,0,0,1
45,4,2,0,0,15,0,0,1,0,-1,-1,-1,1,0,0
45,4,3,0,0,13,-1,-1,-1,-1,0,0,1,1,0,0
45,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0
45,5,1,1,0,7,0,1,0,0,1,0,0,0,0,1
45,5,2,0,0,11,0,1,0,0,0,0,1,0,1,0
45,5,3,0,0,9,0,0,0,1,-1,-1,-1,1,0,0
45,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
45,6,1,0,0,13,1,0,0,0,1,0,0,-1,-1,-1
45,6,2,0,0,11,0,0,1,0,0,0,1,0,1,0
45,6,3,1,0,9,0,0,1,0,0,1,0,-1,-1,-1
45,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
45,7,1,0,0,13,-1,-1,-1,-1,1,0,0,1,0,0
45,7,2,0,0,7,1,0,0,0,-1,-1,-1,0,0,1
45,7,3,1,0,7,0,0,0,1,0,1,0,-1,-1,-1
45,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0
45,8,1,0,0,13,0,0,1,0,-1,-1,-1,0,0,1
45,8,2,0,0,11,-1,-1,-1,-1,-1,-1,-1,1,0,0
45,8,3,0,0,15,0,1,0,0,0,1,0,0,1,0
45,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0
45,9,1,0,0,15,0,0,1,0,0,0,1,1,0,0
45,9,2,1,0,9,1,0,0,0,1,0,0,-1,-1,-1
45,9,3,0,0,15,0,0,0,1,0,0,1,-1,-1,-1
45,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0
45,10,1,0,0,11,1,0,0,0,0,1,0,1,0,0
45,10,2,0,0,13,0,0,0,1,-1,-1,-1,0,1,0
45,10,3,1,0,7,0,1,0,0,0,0,1,0,0,1
45,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0
45,11,1,0,0,9,0,0,1,0,1,0,0,0,1,0
45,11,2,1,0,7,0,0,0,1,-1,-1,-1,-1,-1,-1
45,11,3,0,0,15,-1,-1,-1,-1,0,0,1,0,0,1
45,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0
45,12,1,0,0,9,0,1,0,0,0,1,0,1,0,0
45,12,2,0,0,15,1,0,0,0,0,1,0,0,1,0
45,12,3,1,0,11,-1,-1,-1,-1,1,0,0,0,0,1
45,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0
59,1,1,0,0,15,0,0,1,0,0,1,0,0,0,1
59,1,2,1,0,11,0,0,1,0,-1,-1,-1,-1,-1,-1
59,1,3,0,0,9,0,0,0,1,0,0,1,0,1,0
59,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
59,2,1,1,0,11,-1,-1,-1,-1,1,0,0,-1,-1,-1
59,2,2,0,0,7,0,0,0,1,1,0,0,1,0,0
59,2,3,0,0,9,0,0,1,0,0,0,1,0,0,1
59,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
59,3,1,0,0,9,-1,-1,-1,-1,0,1,0,1,0,0
59,3,2,1,0,11,0,0,0,1,0,0,1,0,0,1
59,3,3,0,0,15,-1,-1,-1,-1,1,0,0,0,1,0
59,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
59,4,1,0,0,15,0,1,0,0,-1,-1,-1,0,1,0
59,4,2,0,0,13,0,0,1,0,0,0,1,1,0,0
59,4,3,1,0,13,1,0,0,0,0,1,0,-1,-1,-1
59,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
59,5,1,0,0,15,0,0,0,1,0,1,0,0,0,1
59,5,2,1,0,7,0,1,0,0,1,0,0,-1,-1,-1
59,5,3,0,0,13,0,1,0,0,-1,-1,-1,1,0,0
59,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
59,6,1,0,0,15,0,0,1,0,0,0,1,0,1,0
59,6,2,1,0,7,-1,-1,-1,-1,1,0,0,0,0,1
59,6,3,0,0,11,1,0,0,0,-1,-1,-1,0,1,0
59,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
59,7,1,0,0,7,1,0,0,0,0,1,0,0,1,0
